,date,coronavirus,short breath,covid-19,state,positive,positiveIncrease,negative,negativeIncrease
138,2020-08-30,4,0,12,VT,1616.0,11,131659.0,3084
139,2020-09-06,5,0,15,VT,1648.0,1,142415.0,974
140,2020-09-13,5,0,19,VT,1684.0,7,148989.0,1005
141,2020-09-20,5,0,15,VT,1715.0,5,154180.0,1090
142,2020-09-27,7,0,11,VT,1742.0,3,159248.0,711
143,2020-10-04,5,90,18,VT,1785.0,7,164735.0,727
144,2020-10-11,5,100,11,VT,1868.0,11,170958.0,1636
145,2020-10-18,5,0,19,VT,1937.0,11,176523.0,1116
146,2020-10-25,6,0,17,VT,2073.0,30,183534.0,907
147,2020-11-01,5,0,13,VT,2196.0,17,187912.0,411
148,2020-11-08,6,0,26,VT,2392.0,45,191990.0,814
149,2020-03-08,62,0,38,ND,,0,0.0,0
150,2020-03-15,100,0,95,ND,1.0,0,95.0,41
151,2020-03-22,80,52,100,ND,28.0,0,1260.0,119
152,2020-03-29,64,0,93,ND,97.0,17,3355.0,546
153,2020-04-05,55,100,72,ND,207.0,21,6580.0,559
154,2020-04-12,45,49,56,ND,308.0,15,10042.0,255
155,2020-04-19,37,0,41,ND,584.0,56,13045.0,610
156,2020-04-26,23,52,36,ND,867.0,64,19850.0,1303
157,2020-05-03,17,50,28,ND,1191.0,38,32162.0,1768
158,2020-05-10,16,54,30,ND,1490.0,26,43378.0,909
159,2020-05-17,13,0,40,ND,1898.0,51,53321.0,1682
160,2020-05-24,12,0,25,ND,2338.0,54,63070.0,1287
161,2020-05-31,8,0,18,ND,2576.0,23,69463.0,1036
162,2020-06-07,7,0,20,ND,2859.0,44,77072.0,1008
163,2020-06-14,6,0,32,ND,3078.0,22,83800.0,985
164,2020-06-21,9,0,23,ND,3285.0,37,92885.0,1905
165,2020-06-28,10,64,21,ND,3490.0,35,100430.0,1369
166,2020-07-05,10,63,26,ND,3812.0,36,109312.0,1163
167,2020-07-12,11,63,28,ND,4331.0,91,118145.0,1537
168,2020-07-19,8,0,32,ND,5013.0,113,128835.0,2227
169,2020-07-26,9,0,39,ND,5869.0,140,140603.0,2079
170,2020-08-02,6,0,74,ND,6649.0,56,149583.0,0
171,2020-08-09,7,0,22,ND,7589.0,91,161076.0,1217
172,2020-08-16,6,0,18,ND,8582.0,143,171213.0,1512
173,2020-08-23,5,0,24,ND,9863.0,139,181009.0,1707
174,2020-08-30,5,0,19,ND,11696.0,221,188263.0,0
175,2020-09-06,6,59,21,ND,13626.0,299,197368.0,1203
176,2020-09-13,5,0,25,ND,15577.0,426,203029.0,1599
177,2020-09-20,5,0,22,ND,17958.0,351,210297.0,1402
178,2020-09-27,6,0,19,ND,20724.0,344,216894.0,1045
179,2020-10-04,5,0,19,ND,23550.0,416,224042.0,1170
180,2020-10-11,6,0,27,ND,27265.0,637,231771.0,1213
181,2020-10-18,6,0,20,ND,31978.0,717,238577.0,1166
182,2020-10-25,7,62,22,ND,37719.0,845,245691.0,897
183,2020-11-01,5,0,19,ND,45043.0,1127,250750.0,602
184,2020-11-08,5,0,22,ND,54305.0,1101,255193.0,426
185,2020-03-08,74,60,31,GA,7.0,1,,0
186,2020-03-15,100,100,69,GA,99.0,33,,0
187,2020-03-22,81,75,81,GA,600.0,93,3420.0,863
188,2020-03-29,66,58,80,GA,2651.0,285,9913.0,1228
189,2020-04-05,67,48,65,GA,6647.0,487,21185.0,1051
190,2020-04-12,52,28,46,GA,12452.0,293,42001.0,2445
191,2020-04-19,42,53,42,GA,18301.0,632,61632.0,5093
192,2020-04-26,23,36,37,GA,23401.0,706,99822.0,3503
193,2020-05-03,20,51,37,GA,28602.0,296,146494.0,0
194,2020-05-10,17,64,35,GA,33441.0,909,210106.0,7314
195,2020-05-17,14,79,28,GA,37701.0,554,313474.0,29552
196,2020-05-24,11,48,25,GA,42838.0,706,439116.0,27711
197,2020-05-31,9,17,22,GA,46986.0,700,418539.0,9987
198,2020-06-07,8,23,28,GA,51898.0,589,487986.0,16438
199,2020-06-14,9,42,34,GA,57681.0,880,563109.0,20230
200,2020-06-21,12,36,42,GA,64701.0,892,633606.0,3031
201,2020-06-28,13,37,41,GA,77210.0,2225,729728.0,14900
202,2020-07-05,13,31,41,GA,95516.0,2197,853669.0,20629
203,2020-07-12,12,74,42,GA,116926.0,2525,966490.0,16018
204,2020-07-19,9,37,38,GA,143123.0,3251,1112196.0,20262
205,2020-07-26,8,19,31,GA,167953.0,2765,1260992.0,18340
206,2020-08-02,7,27,100,GA,193177.0,3165,1431463.0,25390
207,2020-08-09,6,30,24,GA,216596.0,3169,1618452.0,33913
208,2020-08-16,6,41,23,GA,237030.0,1862,1768243.0,15345
209,2020-08-23,4,51,19,GA,253949.0,1727,1917935.0,20987
210,2020-08-30,4,52,19,GA,268973.0,1215,2058517.0,14096
211,2020-09-06,4,30,19,GA,283199.0,1651,2196369.0,17188
212,2020-09-13,3,51,16,GA,294314.0,1409,2307888.0,-9378
213,2020-09-20,3,24,15,GA,306155.0,1134,2444667.0,14299
214,2020-09-27,4,37,16,GA,314685.0,812,2571584.0,13102
215,2020-10-04,3,37,13,GA,322925.0,847,2695693.0,16390
216,2020-10-11,3,40,12,GA,331409.0,1140,2819630.0,17340
217,2020-10-18,3,20,13,GA,340558.0,1174,2957900.0,16616
218,2020-10-25,3,34,13,GA,350923.0,1318,3094109.0,17604
219,2020-11-01,2,34,10,GA,361982.0,1192,3225604.0,0
220,2020-11-08,3,27,12,GA,373078.0,1253,3360882.0,17437
221,2020-02-02,10,62,0,WA,0.0,0,0.0,0
222,2020-02-09,8,42,2,WA,0.0,0,0.0,0
223,2020-02-16,7,32,2,WA,0.0,0,0.0,0
224,2020-02-23,25,61,9,WA,0.0,0,0.0,0
225,2020-03-01,66,89,30,WA,34.0,16,83.0,59
226,2020-03-08,76,89,60,WA,317.0,61,2315.0,479
227,2020-03-15,100,44,100,WA,1282.0,108,18777.0,1635
228,2020-03-22,78,100,99,WA,3151.0,186,44587.0,1846
229,2020-03-29,64,42,87,WA,5921.0,242,72160.0,1745
230,2020-04-05,62,68,78,WA,8589.0,171,99804.0,1925
231,2020-04-12,48,71,57,WA,10657.0,89,126300.0,1392
232,2020-04-19,38,95,47,WA,12589.0,96,152470.0,1871
233,2020-04-26,22,45,43,WA,14379.0,113,182238.0,1972
234,2020-05-03,20,84,41,WA,16132.0,84,213668.0,1713
235,2020-05-10,18,70,40,WA,17773.0,62,246823.0,1714
236,2020-05-17,15,70,34,WA,19343.0,64,282581.0,2404
237,2020-05-24,13,43,31,WA,21087.0,101,322742.0,2722
238,2020-05-31,10,27,28,WA,22878.0,100,361004.0,2822
239,2020-06-07,10,41,32,WA,25081.0,110,404966.0,3015
240,2020-06-14,10,29,35,WA,27484.0,136,469418.0,3957
241,2020-06-21,13,60,40,WA,30513.0,189,532297.0,3608
242,2020-06-28,14,46,40,WA,34556.0,264,609883.0,4590
243,2020-07-05,13,31,40,WA,39156.0,293,691093.0,4510
244,2020-07-12,12,43,39,WA,44675.0,334,778827.0,5048
245,2020-07-19,10,32,36,WA,50216.0,334,873315.0,4877
246,2020-07-26,9,63,33,WA,55773.0,321,962450.0,4623
247,2020-08-02,8,46,85,WA,60588.0,228,1049497.0,4559
248,2020-08-09,6,31,29,WA,64918.0,195,1138079.0,4795
249,2020-08-16,5,46,24,WA,68729.0,150,1229199.0,4801
250,2020-08-23,5,46,22,WA,71659.0,61,1307377.0,2442
251,2020-08-30,5,45,21,WA,74320.0,1019,1387034.0,36564
252,2020-09-06,4,29,17,WA,76836.0,501,1473641.0,15886
253,2020-09-13,4,28,17,WA,79826.0,350,1564759.0,13073
254,2020-09-20,4,43,19,WA,82199.0,597,1640841.0,17773
255,2020-09-27,5,62,20,WA,85830.0,604,1734793.0,18998
256,2020-10-04,4,74,17,WA,89419.0,609,1833537.0,16588
257,2020-10-11,4,69,15,WA,93035.0,475,1968403.0,23017
258,2020-10-18,4,70,17,WA,98201.0,1307,2116889.0,19529
259,2020-10-25,5,53,17,WA,102913.0,1568,2257474.0,39888
260,2020-11-01,3,0,13,WA,107501.0,928,2342621.0,22809
261,2020-11-08,5,46,22,WA,116011.0,1770,2476755.0,22739
262,2020-02-16,5,43,1,NE,,0,,0
263,2020-02-23,16,42,4,NE,,0,,0
264,2020-03-01,28,43,8,NE,,0,,0
265,2020-03-08,80,43,46,NE,1.0,0,17.0,0
266,2020-03-15,100,85,97,NE,17.0,3,80.0,0
267,2020-03-22,71,61,100,NE,48.0,10,356.0,0
268,2020-03-29,62,61,94,NE,108.0,12,1968.0,64
269,2020-04-05,63,69,74,NE,363.0,42,5558.0,500
270,2020-04-12,50,53,51,NE,791.0,91,9900.0,615
271,2020-04-19,41,40,45,NE,1287.0,149,13288.0,749
272,2020-04-26,23,41,39,NE,2732.0,311,18496.0,944
273,2020-05-03,20,40,37,NE,5326.0,488,25936.0,1426
274,2020-05-10,18,41,36,NE,8234.0,403,37335.0,2190
275,2020-05-17,14,43,31,NE,10220.0,448,55420.0,5214
276,2020-05-24,11,44,25,NE,11989.0,327,71216.0,2896
277,2020-05-31,8,43,20,NE,13905.0,251,87237.0,1883
278,2020-06-07,8,88,25,NE,15543.0,164,104226.0,2058
279,2020-06-14,7,0,29,NE,16633.0,120,119482.0,1618
280,2020-06-21,9,92,29,NE,17707.0,116,136534.0,2271
281,2020-06-28,10,0,29,NE,18775.0,251,154023.0,3949
282,2020-07-05,10,0,30,NE,19827.0,167,170101.0,2173
283,2020-07-12,10,47,43,NE,20998.0,221,187105.0,4028
284,2020-07-19,8,0,34,NE,22481.0,120,209920.0,1130
285,2020-07-26,8,48,28,NE,24395.0,221,231069.0,2638
286,2020-08-02,7,0,91,NE,26391.0,180,250852.0,1804
287,2020-08-09,6,46,28,NE,28245.0,141,271429.0,1995
288,2020-08-16,5,44,23,NE,30241.0,253,290635.0,2940
289,2020-08-23,5,42,19,NE,31780.0,154,306581.0,1625
290,2020-08-30,5,42,22,NE,33753.0,317,324192.0,2410
291,2020-09-06,4,0,17,NE,35805.0,144,341023.0,1160
292,2020-09-13,4,0,16,NE,38108.0,267,362576.0,3063
293,2020-09-20,3,43,15,NE,40797.0,410,382563.0,2955
294,2020-09-27,4,93,18,NE,43596.0,434,401533.0,4050
295,2020-10-04,4,96,18,NE,47403.0,426,425950.0,2959
296,2020-10-11,4,0,19,NE,51887.0,743,457034.0,3746
297,2020-10-18,4,51,21,NE,57334.0,620,481793.0,3160
298,2020-10-25,4,51,19,NE,63215.0,705,504211.0,2446
299,2020-11-01,4,42,15,NE,70732.0,1087,523700.0,2327
300,2020-11-08,5,100,23,NE,82395.0,1702,543892.0,3053
301,2020-03-08,65,43,39,WI,1.0,0,31.0,0
302,2020-03-15,100,56,100,WI,37.0,14,313.0,144
303,2020-03-22,71,91,98,WI,425.0,110,6230.0,1602
304,2020-03-29,53,93,82,WI,1276.0,142,16550.0,1318
305,2020-04-05,51,54,61,WI,2643.0,167,25169.0,1310
306,2020-04-12,41,26,48,WI,3964.0,142,35916.0,1236
307,2020-04-19,32,52,42,WI,5176.0,163,45323.0,1361
308,2020-04-26,19,27,36,WI,6963.0,248,59235.0,2097
309,2020-05-03,17,40,36,WI,9227.0,307,77997.0,2427
310,2020-05-10,17,41,36,WI,11694.0,292,105163.0,3228
311,2020-05-17,13,27,32,WI,14257.0,379,139674.0,5468
312,2020-05-24,12,71,26,WI,17253.0,410,186206.0,6877
313,2020-05-31,9,57,21,WI,20564.0,182,250103.0,7195
314,2020-06-07,8,100,30,WI,23212.0,275,325867.0,11065
315,2020-06-14,8,50,34,WI,25340.0,251,397366.0,8967
316,2020-06-21,10,30,35,WI,27615.0,289,460334.0,5771
317,2020-06-28,11,31,30,WI,30707.0,480,521747.0,6024
318,2020-07-05,11,30,32,WI,34740.0,533,584111.0,4474
319,2020-07-12,11,31,41,WI,39877.0,797,653352.0,6848
320,2020-07-19,9,46,34,WI,45948.0,849,730902.0,7259
321,2020-07-26,8,46,32,WI,52680.0,965,817549.0,9021
322,2020-08-02,7,0,81,WI,58990.0,932,904666.0,8721
323,2020-08-09,6,31,25,WI,64835.0,622,993742.0,6797
324,2020-08-16,5,31,22,WI,70246.0,699,1060533.0,5414
325,2020-08-23,4,30,19,WI,75205.0,479,1115149.0,4361
326,2020-08-30,4,29,17,WI,80300.0,570,1169302.0,4562
327,2020-09-06,4,28,18,WI,86353.0,890,1221894.0,4616
328,2020-09-13,4,43,19,WI,94679.0,1624,1270458.0,6153
329,2020-09-20,5,29,21,WI,107292.0,1735,1332102.0,6655
330,2020-09-27,6,0,20,WI,122478.0,2247,1399218.0,5806
331,2020-10-04,5,79,20,WI,139928.0,1926,1465713.0,8950
332,2020-10-11,5,69,17,WI,158315.0,2713,1537877.0,7571
333,2020-10-18,5,0,21,WI,175227.0,0,1590569.0,0
334,2020-10-25,5,34,20,WI,208917.0,3778,1768026.0,10396
335,2020-11-01,4,42,19,WI,241423.0,3553,1841205.0,14569
336,2020-11-08,5,91,24,WI,281910.0,4407,1916801.0,8481
337,2020-03-08,74,0,53,NH,4.0,2,38.0,18
338,2020-03-15,100,39,100,NH,13.0,6,271.0,59
339,2020-03-22,73,36,97,NH,65.0,10,1188.0,215
340,2020-03-29,60,0,81,NH,214.0,27,4524.0,868
341,2020-04-05,56,0,73,NH,621.0,81,7411.0,446
342,2020-04-12,47,35,52,NH,929.0,44,9996.0,388
343,2020-04-19,38,54,44,NH,1342.0,55,12082.0,517
344,2020-04-26,23,0,48,NH,1787.0,67,16964.0,957
345,2020-05-03,20,35,39,NH,2429.0,119,25964.0,3925
346,2020-05-10,17,0,37,NH,3011.0,64,30442.0,1091
347,2020-05-17,14,0,35,NH,3556.0,92,41196.0,1984
348,2020-05-24,12,51,24,NH,4089.0,0,55450.0,0
349,2020-05-31,9,0,28,NH,4545.0,53,65735.0,1267
350,2020-06-07,10,76,27,NH,5019.0,0,78990.0,0
351,2020-06-14,9,0,27,NH,5299.0,48,91122.0,2417
352,2020-06-21,10,100,33,NH,5518.0,32,100367.0,286
353,2020-06-28,11,39,33,NH,5717.0,46,110392.0,1295
354,2020-07-05,11,0,23,NH,5857.0,0,117892.0,0
355,2020-07-12,10,0,31,NH,6024.0,33,127365.0,1054
356,2020-07-19,9,0,34,NH,6203.0,38,137175.0,1554
357,2020-07-26,9,42,34,NH,6436.0,21,147173.0,1298
358,2020-08-02,7,0,80,NH,6613.0,0,154349.0,0
359,2020-08-09,6,0,23,NH,6831.0,13,165754.0,1321
360,2020-08-16,6,41,24,NH,6988.0,8,177941.0,1544
361,2020-08-23,5,0,22,NH,7107.0,15,188957.0,1374
362,2020-08-30,5,0,16,NH,7254.0,8,202041.0,1947
363,2020-09-06,5,0,20,NH,7447.0,23,213215.0,1894
364,2020-09-13,4,0,17,NH,7696.0,44,222846.0,1474
365,2020-09-20,4,0,19,NH,7947.0,27,232454.0,1642
366,2020-09-27,5,42,21,NH,8172.0,51,259314.0,2057
367,2020-10-04,5,43,22,NH,8645.0,48,270967.0,0
368,2020-10-11,5,0,21,NH,9092.0,0,283359.0,0
369,2020-10-18,5,0,15,NH,9694.0,69,303670.0,1680
370,2020-10-25,5,47,23,NH,10328.0,90,321233.0,2414
371,2020-11-01,5,0,18,NH,11214.0,130,335921.0,1920
372,2020-11-08,5,0,27,NH,12488.0,247,350340.0,875
373,2020-03-08,70,0,46,HI,1.0,0,,0
374,2020-03-15,100,0,92,HI,2.0,0,,0
375,2020-03-22,77,51,100,HI,48.0,11,263.0,139
376,2020-03-29,59,100,99,HI,151.0,31,6849.0,2492
377,2020-04-05,66,0,72,HI,351.0,32,12604.0,645
378,2020-04-12,51,0,54,HI,486.0,21,17482.0,416
379,2020-04-19,41,49,46,HI,574.0,21,22896.0,1106
380,2020-04-26,22,0,42,HI,603.0,2,27880.0,441
381,2020-05-03,20,51,46,HI,620.0,1,32330.0,964
382,2020-05-10,18,0,37,HI,631.0,2,36639.0,1006
383,2020-05-17,15,0,38,HI,639.0,1,41035.0,790
384,2020-05-24,13,0,37,HI,643.0,1,48929.0,750
385,2020-05-31,10,0,24,HI,651.0,2,53969.0,604
386,2020-06-07,11,0,33,HI,673.0,9,53382.0,789
387,2020-06-14,12,0,34,HI,723.0,17,59599.0,967
388,2020-06-21,13,0,32,HI,803.0,14,67057.0,1112
389,2020-06-28,14,0,37,HI,872.0,6,74606.0,1171
390,2020-07-05,16,0,37,HI,999.0,24,83326.0,825
391,2020-07-12,15,0,33,HI,1200.0,42,92720.0,1644
392,2020-07-19,12,0,27,HI,1354.0,20,103281.0,1620
393,2020-07-26,13,0,32,HI,1620.0,71,112432.0,1191
394,2020-08-02,14,0,90,HI,2197.0,86,124444.0,3304
395,2020-08-09,14,0,37,HI,3346.0,231,138598.0,2467
396,2020-08-16,12,56,36,HI,4825.0,282,154474.0,2751
397,2020-08-23,10,0,31,HI,6356.0,284,169828.0,2350
398,2020-08-30,9,52,25,HI,8139.0,309,185796.0,2716
399,2020-09-06,9,0,26,HI,9693.0,220,220103.0,8185
400,2020-09-13,7,0,22,HI,10722.0,129,244811.0,5231
401,2020-09-20,6,0,17,HI,11485.0,109,268523.0,0
402,2020-09-27,8,58,20,HI,12197.0,127,279639.0,1563
403,2020-10-04,6,63,19,HI,12921.0,133,291228.0,1803
404,2020-10-11,5,66,14,HI,13569.0,71,295153.0,0
405,2020-10-18,5,0,16,HI,14143.0,96,295153.0,0
406,2020-10-25,5,0,15,HI,14758.0,89,295153.0,0
407,2020-11-01,4,55,16,HI,15284.0,68,295153.0,0
408,2020-11-08,6,0,20,HI,16051.0,128,295153.0,0
409,2020-03-08,69,32,35,WV,0.0,0,2.0,0
410,2020-03-15,100,46,80,WV,0.0,0,38.0,12
411,2020-03-22,87,59,100,WV,12.0,1,385.0,55
412,2020-03-29,67,29,94,WV,113.0,17,2705.0,374
413,2020-04-05,63,59,63,WV,324.0,42,8514.0,1110
414,2020-04-12,48,28,55,WV,611.0,34,15646.0,771
415,2020-04-19,38,28,43,WV,863.0,78,19168.0,513
416,2020-04-26,22,48,37,WV,1044.0,24,38019.0,6073
417,2020-05-03,19,57,37,WV,1191.0,22,50447.0,2470
418,2020-05-10,16,60,38,WV,1360.0,25,61284.0,1622
419,2020-05-17,13,30,33,WV,1490.0,33,74000.0,2064
420,2020-05-24,12,31,25,WV,1759.0,42,83935.0,1908
421,2020-05-31,9,31,21,WV,2010.0,36,95612.0,1696
422,2020-06-07,8,31,30,WV,2144.0,13,109663.0,2071
423,2020-06-14,9,0,33,WV,2289.0,30,128910.0,3652
424,2020-06-21,10,33,37,WV,2543.0,57,148046.0,2136
425,2020-06-28,12,0,33,WV,2817.0,56,163691.0,1797
426,2020-07-05,14,0,37,WV,3262.0,121,181559.0,3271
427,2020-07-12,13,0,40,WV,4207.0,133,202829.0,3080
428,2020-07-19,8,34,30,WV,5042.0,148,225946.0,5329
429,2020-07-26,8,0,28,WV,5960.0,139,255766.0,4673
430,2020-08-02,8,34,73,WV,6854.0,119,284358.0,3869
431,2020-08-09,6,0,27,WV,7694.0,131,315378.0,5021
432,2020-08-16,5,33,21,WV,8564.0,107,346775.0,4988
433,2020-08-23,5,32,16,WV,9272.0,87,386921.0,4248
434,2020-08-30,5,44,17,WV,10110.0,143,421012.0,4722
435,2020-09-06,6,33,19,WV,11412.0,123,446966.0,4774
436,2020-09-13,5,0,16,WV,12699.0,178,471065.0,4710
437,2020-09-20,5,0,17,WV,14054.0,180,500250.0,4638
438,2020-09-27,5,32,17,WV,15348.0,190,534375.0,7242
439,2020-10-04,4,100,20,WV,16628.0,160,573451.0,7214
440,2020-10-11,4,34,19,WV,18128.0,215,615814.0,5721
441,2020-10-18,4,35,17,WV,20081.0,280,660791.0,8231
442,2020-10-25,4,34,16,WV,21906.0,194,701301.0,7323
443,2020-11-01,3,0,15,WV,24883.0,423,762703.0,8669
444,2020-11-08,5,59,18,WV,28404.0,662,821057.0,11095
445,2020-02-16,4,23,1,NJ,,0,,0
446,2020-02-23,17,17,4,NJ,,0,,0
447,2020-03-01,38,33,12,NJ,,0,,0
448,2020-03-08,86,40,43,NJ,6.0,2,31.0,31
449,2020-03-15,100,79,80,NJ,98.0,48,120.0,23
450,2020-03-22,74,87,91,NJ,1914.0,587,327.0,33
451,2020-03-29,60,93,91,NJ,13386.0,2262,22216.0,2830
452,2020-04-05,61,53,78,NJ,37505.0,3381,44661.0,3429
453,2020-04-12,50,100,62,NJ,61850.0,3699,64885.0,2843
454,2020-04-19,38,50,54,NJ,85301.0,3881,85387.0,4271
455,2020-04-26,22,54,43,NJ,109038.0,3515,114106.0,5943
456,2020-05-03,20,45,45,NJ,126744.0,3027,148322.0,9727
457,2020-05-10,18,28,41,NJ,138532.0,1447,173915.0,5794
458,2020-05-17,15,47,35,NJ,146334.0,1245,341231.0,11096
459,2020-05-24,13,24,32,NJ,154154.0,1050,449653.0,24022
460,2020-05-31,10,21,28,NJ,160445.0,837,585700.0,0
461,2020-06-07,10,43,34,NJ,164164.0,271,796261.0,17138
462,2020-06-14,10,25,40,NJ,166881.0,276,930735.0,19125
463,2020-06-21,11,16,40,NJ,169142.0,308,1075825.0,25786
464,2020-06-28,12,39,39,NJ,171182.0,309,1216651.0,20274
465,2020-07-05,12,31,38,NJ,173402.0,369,1361238.0,25723
466,2020-07-12,12,43,39,NJ,175298.0,339,1510306.0,23981
467,2020-07-19,9,24,38,NJ,176783.0,-31,1614354.0,9718
468,2020-07-26,9,21,35,NJ,179363.0,505,1773926.0,64627
469,2020-08-02,7,57,100,NJ,182350.0,321,1963528.0,48859
470,2020-08-09,6,24,27,NJ,184773.0,344,2117079.0,48716
471,2020-08-16,6,38,24,NJ,187455.0,13,2302731.0,28790
472,2020-08-23,5,16,22,NJ,189494.0,258,2459504.0,0
473,2020-08-30,5,40,21,NJ,191611.0,291,2644723.0,28296
474,2020-09-06,4,16,21,NJ,194058.0,311,2808249.0,36949
475,2020-09-13,4,15,21,NJ,196634.0,297,2971896.0,26998
476,2020-09-20,4,38,20,NJ,199762.0,453,3153029.0,59961
477,2020-09-27,5,25,23,NJ,203548.0,698,3309718.0,0
478,2020-10-04,5,23,20,NJ,208202.0,626,3525892.0,60394
479,2020-10-11,4,19,18,NJ,213628.0,751,3701144.0,0
480,2020-10-18,5,44,21,NJ,220013.0,1275,3918858.0,1800
481,2020-10-25,6,31,23,NJ,228468.0,1129,4157414.0,44859
482,2020-11-01,4,24,17,NJ,239629.0,1743,4418220.0,0
483,2020-11-08,6,36,27,NJ,254595.0,2013,4711048.0,0
484,2020-03-08,68,0,39,IA,0.0,0,15.0,0
485,2020-03-15,100,100,97,IA,18.0,1,83.0,0
486,2020-03-22,75,36,100,IA,90.0,22,1215.0,166
487,2020-03-29,60,37,94,IA,336.0,38,5013.0,638
488,2020-04-05,58,0,76,IA,868.0,82,9973.0,519
489,2020-04-12,47,71,55,IA,1587.0,77,16005.0,383
490,2020-04-19,40,53,46,IA,2902.0,389,21648.0,1214
491,2020-04-26,25,0,36,IA,5476.0,384,30614.0,1356
492,2020-05-03,22,53,38,IA,9169.0,528,44017.0,6309
493,2020-05-10,19,0,38,IA,11959.0,288,62215.0,2410
494,2020-05-17,15,0,33,IA,14651.0,323,85590.0,3618
495,2020-05-24,13,57,28,IA,17252.0,359,110504.0,3456
496,2020-05-31,9,73,23,IA,19552.0,308,136744.0,5565
497,2020-06-07,8,0,24,IA,21667.0,189,166525.0,3289
498,2020-06-14,9,0,30,IA,23926.0,209,200708.0,4817
499,2020-06-21,11,78,36,IA,25963.0,467,231189.0,6478
500,2020-06-28,12,61,33,IA,28489.0,477,267426.0,5686
501,2020-07-05,12,80,32,IA,31353.0,312,301119.0,3149
502,2020-07-12,12,0,33,IA,35071.0,424,339342.0,5628
503,2020-07-19,10,41,32,IA,38723.0,816,376768.0,10946
504,2020-07-26,8,41,33,IA,42200.0,529,408399.0,3807
505,2020-08-02,7,0,74,IA,45492.0,516,438626.0,4632
506,2020-08-09,6,0,24,IA,48789.0,506,470021.0,4757
507,2020-08-16,6,0,24,IA,52428.0,635,498765.0,4484
508,2020-08-23,6,55,22,IA,56275.0,540,525701.0,3081
509,2020-08-30,7,0,23,IA,62720.0,971,554375.0,3545
510,2020-09-06,5,37,20,IA,68291.0,649,584646.0,3777
511,2020-09-13,4,37,17,IA,72490.0,784,610955.0,3771
512,2020-09-20,4,37,17,IA,77679.0,621,640600.0,3883
513,2020-09-27,4,79,19,IA,83636.0,692,670987.0,3033
514,2020-10-04,5,42,16,IA,89096.0,626,696471.0,3632
515,2020-10-11,4,46,14,IA,95346.0,1075,724114.0,4307
516,2020-10-18,4,0,14,IA,101960.0,857,730576.0,3795
517,2020-10-25,5,0,17,IA,109657.0,1143,753704.0,2799
518,2020-11-01,5,73,14,IA,121967.0,2212,775208.0,4531
519,2020-11-08,7,58,27,IA,140541.0,3313,795298.0,4267
520,2020-03-01,29,27,14,VA,,0,,0
521,2020-03-08,78,68,47,VA,2.0,2,36.0,5
522,2020-03-15,100,61,87,VA,45.0,15,363.0,246
523,2020-03-22,76,76,94,VA,219.0,67,3118.0,480
524,2020-03-29,62,66,95,VA,890.0,151,9719.0,1292
525,2020-04-05,59,86,77,VA,2637.0,230,21034.0,1889
526,2020-04-12,47,58,57,VA,5274.0,197,34711.0,1789
527,2020-04-19,37,49,48,VA,8537.0,484,46196.0,2318
528,2020-04-26,22,37,46,VA,12970.0,604,63630.0,3354
529,2020-05-03,20,75,42,VA,18671.0,940,89331.0,4966
530,2020-05-10,18,76,42,VA,24081.0,885,118974.0,5021
531,2020-05-17,15,25,36,VA,30388.0,705,159973.0,4088
532,2020-05-24,13,52,30,VA,36244.0,495,207841.0,11120
533,2020-05-31,9,58,28,VA,44607.0,996,270784.0,8883
534,2020-06-07,9,26,35,VA,50681.0,1284,329135.0,7401
535,2020-06-14,9,53,37,VA,54506.0,637,414494.0,8370
536,2020-06-21,11,63,37,VA,57994.0,551,487682.0,13721
537,2020-06-28,11,42,37,VA,61736.0,489,566592.0,9913
538,2020-07-05,11,47,35,VA,65748.0,639,643607.0,9487
539,2020-07-12,12,37,40,VA,70670.0,888,733375.0,16822
540,2020-07-19,9,97,37,VA,77430.0,1057,829933.0,16605
541,2020-07-26,8,72,35,VA,84567.0,958,943673.0,16839
542,2020-08-02,7,53,100,VA,91782.0,981,1048244.0,11684
543,2020-08-09,6,82,29,VA,100086.0,897,1144172.0,20333
544,2020-08-16,5,45,22,VA,106687.0,937,1247161.0,15671
545,2020-08-23,5,62,20,VA,112966.0,894,1357921.0,11518
546,2020-08-30,4,44,20,VA,119747.0,938,1453680.0,11816
547,2020-09-06,4,76,21,VA,126926.0,1199,1543158.0,11329
548,2020-09-13,4,74,21,VA,133814.0,874,1632424.0,15254
549,2020-09-20,4,100,17,VA,140511.0,856,1748306.0,14606
550,2020-09-27,4,53,19,VA,146144.0,736,1864395.0,9224
551,2020-10-04,4,36,17,VA,151870.0,1067,1970955.0,0
552,2020-10-11,3,73,16,VA,158716.0,811,2107189.0,17918
553,2020-10-18,3,58,15,VA,166138.0,900,2230940.0,19628
554,2020-10-25,4,59,15,VA,173371.0,999,2348445.0,20271
555,2020-11-01,3,52,13,VA,182392.0,1202,2478984.0,20635
556,2020-11-08,4,40,18,VA,192175.0,1302,2610887.0,19721
557,2020-03-08,73,32,42,NM,0.0,0,48.0,0
558,2020-03-15,100,33,87,NM,13.0,3,482.0,245
559,2020-03-22,80,32,100,NM,57.0,0,4722.0,951
560,2020-03-29,64,0,97,NM,237.0,46,10769.0,1573
561,2020-04-05,63,32,85,NM,543.0,48,16285.0,1148
562,2020-04-12,49,0,61,NM,1174.0,83,27518.0,1511
563,2020-04-19,39,31,52,NM,1798.0,87,34834.0,932
